commit	full_hash	date	refs	family	subject	changed_file_count	change_statuses	changed_paths
5ec0431	5ec043148b7eef8dd4d12fad9e6847069417f6a3	2026-06-10T22:18:28-03:00	.	communication-memory-bytes	refactor: remove ant agent abstraction	4	D;M	README.md;ant_byte_env/__init__.py;ant_byte_env/agent.py;tests/test_agent.py
62a2e0a	62a2e0a0bd4da85d998bf929e270bb0522c20b7d	2026-06-10T22:22:49-03:00	.	foundation-task-contract	docs: add random rollout video	2	A;M	README.md;docs/media/random-rollout.mp4
f6baf53	f6baf53463088c267607bf96b162751cf3de642a	2026-06-10T22:25:49-03:00	.	jax-mappo-training-core	docs: remove rollout video fallback link	1	M	README.md
4f00c61	4f00c612ff719ce11ac1e4dc95787ae8e20b760f	2026-06-10T22:32:03-03:00	.	foundation-task-contract	docs: embed rollout gif in readme	2	A;M	README.md;docs/media/random-rollout.gif
451af73	451af73f31baf4109c934bcf2504b51fac9d3806	2026-06-11T15:29:55-03:00	.	communication-memory-bytes	feat: add torchrl mappo curriculum	12	A;M	.gitignore;README.md;ant_byte_env/__init__.py;ant_byte_env/env.py;ant_byte_env/vault.py;notebooks/train_mappo_curriculum.ipynb;pyproject.toml;tests/test_env_api.py;tests/test_train_mappo.py;tests/test_vault.py;train_mappo.py;vault/.gitkeep
774d196	774d196bac582dd90143f7ca54075fbe3136c631	2026-06-11T15:47:01-03:00	.	communication-memory-bytes	feat: add jax environment core	5	A;M	README.md;ant_byte_env/jax_env.py;pyproject.toml;tests/test_jax_env.py;tests/test_launcher.py
ac72984	ac72984cbc3b77451ea3cef7a0543a9053d3e0f2	2026-06-11T16:30:15-03:00	.	jax-mappo-training-core	feat: add jax mappo trainer	5	A;M	README.md;tests/test_launcher.py;tests/test_train_mappo_jax.py;train_mappo_jax.py;train_mappo_jax_core.py
fc5de3f	fc5de3f0dbe177131042efeb37d74d1d9e9577fb	2026-06-11T16:37:43-03:00	.	jax-mappo-training-core	docs: update curriculum notebook for jax training	1	M	notebooks/train_mappo_curriculum.ipynb
028eacb	028eacbc6a09abdd28ad26b7bc100dba25d26175	2026-06-11T16:43:53-03:00	.	jax-mappo-training-core	fix: avoid repeated jax trainer startup in notebook	3	M	notebooks/train_mappo_curriculum.ipynb;tests/test_train_mappo_jax.py;train_mappo_jax.py
b186625	b186625531b6b2cfa656abfecd2bf9be93ed2ccd	2026-06-11T16:59:30-03:00	.	jax-mappo-training-core	docs: add cuda jax install extra	3	M	README.md;notebooks/train_mappo_curriculum.ipynb;pyproject.toml
345612f	345612ff18c2fcc4f5a696c94ec74ba4b79fc9fe	2026-06-11T19:55:43-03:00	.	jax-mappo-training-core	feat: add actor border mask	5	M	README.md;tests/test_train_mappo.py;tests/test_train_mappo_jax.py;train_mappo.py;train_mappo_jax_core.py
ebe50af	ebe50af7307756f580586c9719808d669a58e57b	2026-06-11T20:15:21-03:00	.	jax-mappo-training-core	fix: stabilize jax curriculum notebook	1	M	notebooks/train_mappo_curriculum.ipynb
4a0b853	4a0b8536e99a04377129fa2864271c1dd388a9fd	2026-06-11T20:44:41-03:00	.	communication-memory-bytes	feat: add jax communication curriculum notebook	1	A	notebooks/train_jax_communication_curriculum.ipynb
3d9fae8	3d9fae8bac1956142f9bb94393e5e67c5ef45f59	2026-06-11T21:06:17-03:00	.	communication-memory-bytes	chore: move package to src layout	11	M;R100	launch_random_rollout.py;pyproject.toml;src/ant_byte_env/__init__.py;src/ant_byte_env/assets/ant.png;src/ant_byte_env/assets/food.png;src/ant_byte_env/assets/hub.png;src/ant_byte_env/assets/tile.png;src/ant_byte_env/env.py;src/ant_byte_env/jax_env.py;src/ant_byte_env/sprites.py;src/ant_byte_env/vault.py
19098d9	19098d9d753ca33931382a16c1bb19b9e1b52e8b	2026-06-11T21:08:35-03:00	.	communication-memory-bytes	refactor: split torch mappo trainer	13	A;D;M	src/ant_byte_env/training/__init__.py;src/ant_byte_env/training/torch_mappo/__init__.py;src/ant_byte_env/training/torch_mappo/checkpointing.py;src/ant_byte_env/training/torch_mappo/cli.py;src/ant_byte_env/training/torch_mappo/curriculum.py;src/ant_byte_env/training/torch_mappo/evaluation.py;src/ant_byte_env/training/torch_mappo/model.py;src/ant_byte_env/training/torch_mappo/observations.py;src/ant_byte_env/training/torch_mappo/rollout.py;src/ant_byte_env/training/torch_mappo/runner.py;src/ant_byte_env/training/torch_mappo/visualization.py;tests/test_train_mappo.py;train_mappo.py
e646a13	e646a13cabb16c40df54e98bd7ca094f31e2e272	2026-06-11T21:10:11-03:00	.	communication-memory-bytes	refactor: split jax mappo trainer	9	A;D;M;R100	src/ant_byte_env/training/jax_mappo/__init__.py;src/ant_byte_env/training/jax_mappo/checkpointing.py;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/core.py;src/ant_byte_env/training/jax_mappo/curriculum.py;src/ant_byte_env/training/jax_mappo/rollout.py;src/ant_byte_env/training/jax_mappo/runner.py;tests/test_train_mappo_jax.py;train_mappo_jax.py
cc072b7	cc072b725eb2c26276e913ce71216c2d89967dd2	2026-06-11T21:15:55-03:00	.	communication-memory-bytes	feat: add research workflow cli	16	A;M	.gitignore;experiments/communication_bits.json;experiments/forage_curriculum.json;experiments/smoke.json;src/ant_byte_env/cli.py;src/ant_byte_env/experiments.py;src/ant_byte_env/rendering.py;src/ant_byte_env/results.py;src/ant_byte_env/runs.py;src/ant_byte_env/training/jax_mappo/__init__.py;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/runner.py;src/ant_byte_env/training/jax_mappo/warm_start.py;src/ant_byte_env/training/torch_mappo/cli.py;src/ant_byte_env/training/torch_mappo/runner.py;tests/test_research_workflow.py
2e1aa07	2e1aa07a83d3c26c8b50b09406412930cbd0b532	2026-06-11T21:22:11-03:00	.	communication-memory-bytes	docs: curate research artifacts	6	A;M	README.md;experiments/communication_bits.json;notebooks/train_jax_communication_curriculum.ipynb;notebooks/train_mappo_curriculum.ipynb;results/curated/README.md;results/curated/index.json
7fe745b	7fe745b91ffe34e90b40ee9d54b46a0716daa964	2026-06-11T21:27:52-03:00	.	communication-memory-bytes	fix: load legacy jax checkpoints	2	A;M	src/ant_byte_env/training/jax_mappo/core.py;tests/test_notebooks.py
7f9430e	7f9430eb9a828aa33e613703a9b26d4da4883201	2026-06-11T21:30:13-03:00	.	jax-mappo-training-core	fix: add legacy jax core shim	2	A;M	tests/test_notebooks.py;train_mappo_jax_core.py
6288fe6	6288fe6a39c0c3a66baff2e8db9f78c477508148	2026-06-11T22:28:05-03:00	.	communication-memory-bytes	refactor: remove legacy compatibility shims	13	D;M	README.md;experiments/communication_bits.json;notebooks/train_jax_communication_curriculum.ipynb;results/curated/README.md;results/curated/index.json;src/ant_byte_env/cli.py;src/ant_byte_env/results.py;src/ant_byte_env/training/jax_mappo/__init__.py;src/ant_byte_env/training/jax_mappo/core.py;src/ant_byte_env/training/jax_mappo/warm_start.py;tests/test_notebooks.py;tests/test_research_workflow.py;train_mappo_jax_core.py
5acb453	5acb453eb54a57f50b76a2a95a01830c257cf428	2026-06-11T23:02:22-03:00	.	communication-memory-bytes	fix: repair communication notebook render cell	1	M	notebooks/train_jax_communication_curriculum.ipynb
6c7f204	6c7f2045a15dc3381359a3eb7b0288585dc214f4	2026-06-12T09:57:08-03:00	.	communication-memory-bytes	fix: transfer communication training from forage policy	11	A;M	README.md;experiments/communication_bits.json;notebooks/train_jax_communication_curriculum.ipynb;notebooks/train_mappo_curriculum.ipynb;src/ant_byte_env/cli.py;src/ant_byte_env/training/jax_mappo/__init__.py;src/ant_byte_env/training/jax_mappo/checkpointing.py;src/ant_byte_env/training/jax_mappo/runner.py;src/ant_byte_env/training/jax_mappo/transfer.py;tests/test_research_workflow.py;tests/test_train_mappo_jax.py
f4af1a4	f4af1a4a2ba820ff1c902cf057393114dcef5d0c	2026-06-12T10:10:44-03:00	.	communication-memory-bytes	fix: reload jax runner in communication notebook	1	M	notebooks/train_jax_communication_curriculum.ipynb
78b34b5	78b34b5747d6b828bccbeeb7c588212c7e47c066	2026-06-12T10:36:07-03:00	.	communication-memory-bytes	fix: render ant vision in checkpoint videos	8	A;M	README.md;notebooks/train_jax_communication_curriculum.ipynb;src/ant_byte_env/cli.py;src/ant_byte_env/rendering.py;src/ant_byte_env/training/torch_mappo/visualization.py;src/ant_byte_env/visualization.py;tests/test_notebooks.py;tests/test_render.py
e65e440	e65e4402c2ea3ccca4bf07cead5e927454270889	2026-06-12T15:17:39-03:00	.	autocurriculum-exploration-baselines	feat: extend MAPPO curriculum to 25x25	3	M	experiments/forage_curriculum.json;notebooks/train_mappo_curriculum.ipynb;tests/test_notebooks.py
037dc52	037dc520fe87584f71e15b16dd77fd4a20586a1f	2026-06-12T17:02:28-03:00	.	ant-count-25x25-autoresearch	feat: add jax ant-count curriculum notebook	2	A;M	notebooks/train_jax_ant_count_curriculum.ipynb;tests/test_notebooks.py
4014816	4014816f122dd8eb5a9c1cf9d165c53d717911fe	2026-06-12T17:38:21-03:00	.	communication-memory-bytes	fix: preserve jax food count state	3	M	src/ant_byte_env/jax_env.py;tests/test_jax_env.py;tests/test_train_mappo_jax.py
0f2938c	0f2938c8d110be8d8ddfca5017ec2f439beb3d15	2026-06-12T17:48:16-03:00	.	communication-memory-bytes	feat: add ant occupancy grid to state	9	M	src/ant_byte_env/env.py;src/ant_byte_env/jax_env.py;src/ant_byte_env/training/jax_mappo/core.py;src/ant_byte_env/training/jax_mappo/transfer.py;src/ant_byte_env/training/torch_mappo/observations.py;tests/test_env_api.py;tests/test_jax_env.py;tests/test_train_mappo.py;tests/test_train_mappo_jax.py
22e19de	22e19de67b796cf498765daed674d61875b9e548	2026-06-13T18:37:01-03:00	.	communication-memory-bytes	feat: make ant vision forward-facing	14	M	README.md;src/ant_byte_env/__init__.py;src/ant_byte_env/env.py;src/ant_byte_env/jax_env.py;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/core.py;src/ant_byte_env/training/jax_mappo/transfer.py;src/ant_byte_env/training/torch_mappo/cli.py;src/ant_byte_env/training/torch_mappo/observations.py;src/ant_byte_env/visualization.py;tests/test_env_api.py;tests/test_jax_env.py;tests/test_train_mappo.py;tests/test_train_mappo_jax.py
4d7eea0	4d7eea087e2b2aeba4bb3d56c0d3eb27925632ec	2026-06-13T19:03:05-03:00	.	communication-memory-bytes	feat: add body-relative ant movement	11	M	README.md;src/ant_byte_env/__init__.py;src/ant_byte_env/env.py;src/ant_byte_env/jax_env.py;src/ant_byte_env/training/jax_mappo/core.py;src/ant_byte_env/training/jax_mappo/transfer.py;src/ant_byte_env/training/torch_mappo/model.py;tests/test_env_api.py;tests/test_jax_env.py;tests/test_train_mappo.py;tests/test_train_mappo_jax.py
1f49809	1f4980919f403fb3b7f3c3db14befdfacb21a4a9	2026-06-14T09:50:20-03:00	.	infra-tests-ci-cleanup	docs: add conda environment setup	2	A;M	README.md;environment.yml
5cf5faa	5cf5faa72513c258e319ab1ea7f423ba1c9b4e29	2026-06-14T09:50:49-03:00	.	autocurriculum-exploration-baselines	feat: add direct-goal baseline experiment	5	A;M	README.md;experiments/direct_goal_baseline.json;notebooks/train_jax_direct_goal_baseline.ipynb;tests/test_notebooks.py;tests/test_research_workflow.py
1d7cf5b	1d7cf5bfc6fb829440f10086085d274fcd3275ea	2026-06-14T09:52:15-03:00	.	communication-memory-bytes	fix: preserve JAX rollout state across updates	3	M	src/ant_byte_env/training/jax_mappo/rollout.py;src/ant_byte_env/training/jax_mappo/runner.py;tests/test_train_mappo_jax.py
887fc70	887fc70f6f2c0cc9dd6b9da8b41ca2a3bdb698c5	2026-06-14T09:52:26-03:00	.	communication-memory-bytes	feat: add JAX checkpoint evaluation helpers	3	A;M	src/ant_byte_env/training/jax_mappo/__init__.py;src/ant_byte_env/training/jax_mappo/evaluation.py;tests/test_train_mappo_jax.py
5026962	50269622f86e4d0e1d52f16b435a11cadf38ceea	2026-06-14T09:53:29-03:00	.	communication-memory-bytes	fix: use Python 3.10 UTC timezone APIs	4	M	src/ant_byte_env/results.py;src/ant_byte_env/runs.py;src/ant_byte_env/vault.py;tests/test_vault.py
6056309	6056309700680e03778b9040eb890a9575e93953	2026-06-14T10:20:23-03:00	.	communication-memory-bytes	untracked files on main: 4d7eea0 feat: add body-relative ant movement	2	A	src/ant_byte_env/notebook_workflows.py;tests/test_notebook_workflows.py
f064215	f064215e6f44f35678ff00f899a8923affb63590	2026-06-14T10:20:23-03:00	.	foundation-task-contract	index on main: 4d7eea0 feat: add body-relative ant movement	0	.	.
ac1aa40	ac1aa404cdcdfc0b7bf901f722358f5c944bf2e5	2026-06-14T10:20:23-03:00	refs/stash	unclassified-review-needed	On main: codex-before-pull-origin-main-2026-06-14	0	.	.
529ec9b	529ec9b54e7eab5d466f8527ee20fce422fc2a3e	2026-06-14T10:25:28-03:00	.	unclassified-review-needed	Merge remote-tracking branch 'origin/main'	0	.	.
0e138c0	0e138c070d2713acf7092cef305c9026d1ffbdfb	2026-06-15T10:57:55-03:00	.	communication-memory-bytes	feat: improve communication curriculum workflow	40	A;M	README.md;autoresearch/GOAL.md;autoresearch/README.md;autoresearch/ideas/000-communication-bits.md;autoresearch/protocol.md;autoresearch/templates/experiment.md;experiments/communication_bits.json;experiments/forage_curriculum.json;notebooks/train_jax_ant_count_curriculum.ipynb;notebooks/train_jax_communication_curriculum.ipynb;notebooks/train_jax_direct_goal_baseline.ipynb;notebooks/train_mappo_curriculum.ipynb;src/ant_byte_env/__init__.py;src/ant_byte_env/cli.py;src/ant_byte_env/env.py;src/ant_byte_env/jax_env.py;src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/rendering.py;src/ant_byte_env/training/jax_mappo/__init__.py;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/core.py;src/ant_byte_env/training/jax_mappo/evaluation.py;src/ant_byte_env/training/jax_mappo/rollout.py;src/ant_byte_env/training/jax_mappo/runner.py;src/ant_byte_env/training/jax_mappo/transfer.py;src/ant_byte_env/training/torch_mappo/checkpointing.py;src/ant_byte_env/training/torch_mappo/cli.py;src/ant_byte_env/training/torch_mappo/evaluation.py;src/ant_byte_env/training/torch_mappo/observations.py;src/ant_byte_env/training/torch_mappo/rollout.py;src/ant_byte_env/training/torch_mappo/runner.py;src/ant_byte_env/visualization.py;tests/test_env_api.py;tests/test_jax_env.py;tests/test_notebook_workflows.py;tests/test_notebooks.py;tests/test_render.py;tests/test_research_workflow.py;tests/test_train_mappo.py;tests/test_train_mappo_jax.py
0add6a5	0add6a5173c01fe417fecd5c9fcf8cedde672267	2026-06-15T11:02:48-03:00	.	communication-memory-bytes	feat: add write bit entropy reward	5	M	src/ant_byte_env/training/jax_mappo/__init__.py;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/core.py;src/ant_byte_env/training/jax_mappo/rollout.py;tests/test_train_mappo_jax.py
629516d	629516dda40aa610c949bdc7a1c2e6316a2b6aca	2026-06-15T11:11:32-03:00	.	communication-memory-bytes	fix: randomize rollout starts	4	M	src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/training/jax_mappo/evaluation.py;tests/test_notebook_workflows.py;tests/test_train_mappo_jax.py
91aeb3d	91aeb3d1638b69734052f51b115e8350923c8672	2026-06-15T11:19:06-03:00	.	communication-memory-bytes	feat: add write head transfer modes	6	M	experiments/communication_bits.json;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/runner.py;src/ant_byte_env/training/jax_mappo/transfer.py;tests/test_notebook_workflows.py;tests/test_train_mappo_jax.py
fd30efb	fd30efbdadb343c99dacb31b26b546f09d5f02ff	2026-06-15T11:27:27-03:00	.	communication-memory-bytes	feat: add communication checkpoint probe	5	A;M	src/ant_byte_env/cli.py;src/ant_byte_env/training/jax_mappo/__init__.py;src/ant_byte_env/training/jax_mappo/probe.py;tests/test_research_workflow.py;tests/test_train_mappo_jax.py
85c6470	85c647011d48531fe687263ab080264d8784b168	2026-06-15T11:30:30-03:00	.	jax-mappo-training-core	docs: add communication sweep matrix	2	A;M	autoresearch/communication_sweep.json;tests/test_research_workflow.py
92293fb	92293fb66569ea9235d1d5b4cbe25e5435893a18	2026-06-15T11:35:39-03:00	.	communication-memory-bytes	feat: plan communication sweep commands	3	A;M	src/ant_byte_env/autoresearch.py;src/ant_byte_env/cli.py;tests/test_research_workflow.py
3480705	3480705bb89b0046ea425fc08360135becd41130	2026-06-15T11:38:47-03:00	.	communication-memory-bytes	feat: execute communication sweep plans	3	M	src/ant_byte_env/autoresearch.py;src/ant_byte_env/cli.py;tests/test_research_workflow.py
ecc4b27	ecc4b27e11368885f4aebe606909330bb17f698b	2026-06-15T11:44:02-03:00	.	communication-memory-bytes	fix: guard autoresearch resource usage	3	M	src/ant_byte_env/autoresearch.py;src/ant_byte_env/cli.py;tests/test_research_workflow.py
4b6ddc3	4b6ddc338a6486ebab48605ca4a91e879ad178ce	2026-06-15T11:45:26-03:00	.	communication-memory-bytes	fix: report autoresearch preflight failures cleanly	3	M	src/ant_byte_env/autoresearch.py;src/ant_byte_env/cli.py;tests/test_research_workflow.py
4e760e0	4e760e0c75cafebe53a421b7ad6d22f71047e403	2026-06-15T11:51:58-03:00	.	communication-memory-bytes	feat: isolate autoresearch run roots	3	M	src/ant_byte_env/autoresearch.py;src/ant_byte_env/cli.py;tests/test_research_workflow.py
b24fd65	b24fd659b020af241d7d06ab6e934719897e83a4	2026-06-15T12:00:24-03:00	.	communication-memory-bytes	fix: resample jax mappo rollouts each update	2	M	src/ant_byte_env/training/jax_mappo/runner.py;tests/test_train_mappo_jax.py
4b03628	4b03628544797598d22b8b7af0c4867f8fc7e056	2026-06-15T12:20:43-03:00	.	communication-memory-bytes	fix: keep autoresearch probes bounded	4	M	src/ant_byte_env/autoresearch.py;src/ant_byte_env/cli.py;src/ant_byte_env/training/jax_mappo/probe.py;tests/test_research_workflow.py
fa27145	fa27145da49926e2a459f706b702a236cc8188bd	2026-06-15T13:36:23-03:00	.	ant-count-25x25-autoresearch	feat: add communication consolidation sweep	1	A	autoresearch/communication_consolidation_sweep.json
ac1d5ea	ac1d5ea03b337c1ceadb4d3e4b29c508e55d61e5	2026-06-15T13:44:26-03:00	.	ant-count-25x25-autoresearch	feat: add communication consolidation replications	1	M	autoresearch/communication_consolidation_sweep.json
4468fa9	4468fa9b8084028c4b2b818d0f1cfe075977d71d	2026-06-15T13:57:57-03:00	.	ant-count-25x25-autoresearch	docs: record communication consolidation results	1	A	autoresearch/ideas/001-communication-consolidation.md
78389ba	78389ba4c1b2e928dc491686fb68f0ecf8806d2b	2026-06-15T14:01:59-03:00	.	communication-memory-bytes	feat: promote communication consolidation stage	5	M	experiments/communication_bits.json;notebooks/train_jax_communication_curriculum.ipynb;src/ant_byte_env/notebook_workflows.py;tests/test_notebook_workflows.py;tests/test_notebooks.py
c53fc37	c53fc3797aca253fa4f19bef8d52736b8c7db820	2026-06-15T14:04:37-03:00	.	ant-count-25x25-autoresearch	feat: add communication consolidation duration sweep	1	M	autoresearch/communication_consolidation_sweep.json
1326d9b	1326d9bfe832dd4425652a5339ce520457cc3da1	2026-06-15T14:12:01-03:00	.	communication-memory-bytes	feat: promote longer communication consolidation	3	A;M	autoresearch/ideas/002-communication-consolidation-duration.md;experiments/communication_bits.json;tests/test_notebooks.py
bc79f2c	bc79f2c662439b777f08ca2a7aa012b8b105575e	2026-06-15T14:12:54-03:00	.	ant-count-25x25-autoresearch	feat: add long consolidation replications	1	M	autoresearch/communication_consolidation_sweep.json
270ec97	270ec973d7627f38a704787c98e8da628e125e96	2026-06-15T14:19:08-03:00	.	ant-count-25x25-autoresearch	docs: record long consolidation replication	1	A	autoresearch/ideas/003-long-consolidation-replication.md
b0b1751	b0b17517032b3cd1a7e6074f608684269a5de158	2026-06-15T14:20:02-03:00	.	ant-count-25x25-autoresearch	feat: add forage polish sweep	1	M	autoresearch/communication_consolidation_sweep.json
83b54c6	83b54c65b0ff60fd16ce4a7842e2aff248293625	2026-06-15T14:32:01-03:00	.	communication-memory-bytes	feat: promote communication forage polish	6	A;M	autoresearch/ideas/004-communication-forage-polish.md;experiments/communication_bits.json;notebooks/train_jax_communication_curriculum.ipynb;src/ant_byte_env/notebook_workflows.py;tests/test_notebook_workflows.py;tests/test_notebooks.py
5dd48f3	5dd48f38e3d30ea20e81936b7c2ce589beda442a	2026-06-15T14:36:59-03:00	.	communication-memory-bytes	feat: add promoted communication validation plan	4	A;M	autoresearch/communication_sweep.json;autoresearch/ideas/005-promoted-validation-plan.md;src/ant_byte_env/autoresearch.py;tests/test_research_workflow.py
65d0531	65d0531f06d0fbf45d4949884f4c21702e82def1	2026-06-15T14:56:43-03:00	.	ant-count-25x25-autoresearch	feat: record promoted validation replication	5	A;M	autoresearch/communication_sweep.json;autoresearch/ideas/006-promoted-validation-pv1.md;src/ant_byte_env/training/jax_mappo/probe.py;tests/test_research_workflow.py;tests/test_train_mappo_jax.py
104a751	104a7519a969b28f4db4105df6750ecaa3cabae4	2026-06-15T15:10:41-03:00	.	ant-count-25x25-autoresearch	docs: record promoted validation pv2	1	A	autoresearch/ideas/007-promoted-validation-pv2.md
a68937d	a68937d2e49e532cd477cf7f7ecdd66956f9d0d0	2026-06-15T15:25:34-03:00	.	ant-count-25x25-autoresearch	feat: add communication polish length experiment	3	A;M	autoresearch/communication_sweep.json;autoresearch/ideas/008-promoted-validation-aggregate.md;tests/test_research_workflow.py
25cb978	25cb97865b63a8de1b2368dd16f824d067261e39	2026-06-15T15:31:52-03:00	.	ant-count-25x25-autoresearch	feat: add shorter communication polish experiment	3	A;M	autoresearch/communication_sweep.json;autoresearch/ideas/009-polish-length-pl0.md;tests/test_research_workflow.py
f7d4b31	f7d4b3148fbb5513438a15a4b871e5211762d6a2	2026-06-15T15:38:23-03:00	.	ant-count-25x25-autoresearch	feat: add short polish replication experiments	3	A;M	autoresearch/communication_sweep.json;autoresearch/ideas/010-polish-length-pl1.md;tests/test_research_workflow.py
8ae6f08	8ae6f088df6dd198b039d40481ba3acf9cbf1b6b	2026-06-15T15:43:12-03:00	.	ant-count-25x25-autoresearch	docs: record short polish replication results	1	A	autoresearch/ideas/011-short-polish-replication.md
f8f1bf1	f8f1bf108590196b22b4c30e7af44e54b136f8a7	2026-06-15T15:48:33-03:00	.	ant-count-25x25-autoresearch	docs: add short polish eval16 probes	1	M	autoresearch/ideas/011-short-polish-replication.md
2ad416c	2ad416c79609797720d79f80a3936685c9bbfe6b	2026-06-15T15:51:14-03:00	.	ant-count-25x25-autoresearch	feat: add short polish seed sweep	2	M	autoresearch/communication_sweep.json;tests/test_research_workflow.py
0a2b996	0a2b996b308d4b31375dab6999e4086d725ed0e5	2026-06-15T16:00:06-03:00	.	ant-count-25x25-autoresearch	docs: record pv3 short polish seed sweep	1	A	autoresearch/ideas/012-pv3-short-polish-seed-sweep.md
a5dd481	a5dd4814432d3cd176c3aaac638ee1247f0dc7e1	2026-06-15T16:01:01-03:00	.	ant-count-25x25-autoresearch	feat: add fixed-seed polish cross-source checks	2	M	autoresearch/communication_sweep.json;tests/test_research_workflow.py
6374428	6374428c5c70c4836ba4774dbe0b1708f2a3c1ce	2026-06-15T16:10:46-03:00	.	ant-count-25x25-autoresearch	docs: record fixed polish seed cross-source check	1	A	autoresearch/ideas/013-fixed-seed-805-cross-source.md
2c076f1	2c076f1f5af122f173a09dded6e13feb5805f9df	2026-06-15T16:11:57-03:00	.	ant-count-25x25-autoresearch	feat: add pv2 polish seed sweep	2	M	autoresearch/communication_sweep.json;tests/test_research_workflow.py
949b0b6	949b0b68c0569ed6acbf74c434cc9f196efa4a34	2026-06-15T16:21:14-03:00	.	ant-count-25x25-autoresearch	docs: record pv2 polish seed sweep	1	A	autoresearch/ideas/014-pv2-polish-seed-sweep.md
282f1b5	282f1b5bb3e2c31336c7fdcf14ade2d4647ebe65	2026-06-15T16:25:23-03:00	.	ant-count-25x25-autoresearch	feat: add probe-only polish gate candidates	3	M	autoresearch/communication_sweep.json;src/ant_byte_env/autoresearch.py;tests/test_research_workflow.py
cbe1a90	cbe1a904638dbea92532ed1cc0473d10172b2026	2026-06-15T16:41:28-03:00	.	ant-count-25x25-autoresearch	docs: record polish gate eval comparison	1	A	autoresearch/ideas/015-polish-gate-comparison.md
5f5a292	5f5a2920ba4049637a4f436fa6712ccfb5c669b3	2026-06-15T16:43:13-03:00	.	ant-count-25x25-autoresearch	feat: add pv1 polish seed gate candidates	2	M	autoresearch/communication_sweep.json;tests/test_research_workflow.py
6abc547	6abc54738f2c4fd58e8549a33f99953f5d4c069f	2026-06-15T16:51:17-03:00	.	ant-count-25x25-autoresearch	docs: record pv1 polish seed gate	1	A	autoresearch/ideas/016-pv1-polish-seed-gate.md
4a06a6f	4a06a6f75ca4ce9d91d389a5763b905e62998ca9	2026-06-15T16:53:58-03:00	.	communication-memory-bytes	feat: rank communication gate probes	3	M	src/ant_byte_env/autoresearch.py;src/ant_byte_env/cli.py;tests/test_research_workflow.py
caef663	caef66324833e8a0f2e34b61ad60149196f520b5	2026-06-15T16:54:59-03:00	.	communication-memory-bytes	docs: record communication gate ranking	1	A	autoresearch/ideas/017-gate-ranking-helper.md
af6abd3	af6abd35f0ea3d623f48c94e8f651f9d83a44da4	2026-06-15T16:56:20-03:00	.	ant-count-25x25-autoresearch	feat: add polish refine candidates	2	M	autoresearch/communication_sweep.json;tests/test_research_workflow.py
830df2b	830df2b78db3b317caf4a98c28569e7a0b820e44	2026-06-15T17:01:37-03:00	.	ant-count-25x25-autoresearch	docs: record polish refine result	1	A	autoresearch/ideas/018-polish-refine.md
e4c136b	e4c136b02e63ce3312d7a520ad234a88421d56a3	2026-06-15T17:02:55-03:00	.	ant-count-25x25-autoresearch	feat: add weak-source refine candidates	2	M	autoresearch/communication_sweep.json;tests/test_research_workflow.py
b1916b8	b1916b823c95b303bdec68f959a11f8970ca4ec7	2026-06-15T17:09:14-03:00	.	ant-count-25x25-autoresearch	docs: record weak-source refine result	1	A	autoresearch/ideas/019-weak-source-refine.md
30f592f	30f592f14b112514e6bacd05f5ab3099da0f0f67	2026-06-15T17:10:15-03:00	.	ant-count-25x25-autoresearch	docs: compare eval4 and eval16 gate scores	1	A	autoresearch/ideas/020-eval4-vs-eval16-gate.md
5978ddc	5978ddc81ddfe7fb79a6cfbbba582d4a5175ff23	2026-06-15T18:32:15-03:00	.	communication-memory-bytes	fix: separate movement and writing timesteps	11	M	README.md;src/ant_byte_env/env.py;src/ant_byte_env/jax_env.py;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/core.py;src/ant_byte_env/training/jax_mappo/probe.py;src/ant_byte_env/training/torch_mappo/cli.py;src/ant_byte_env/training/torch_mappo/observations.py;tests/test_env_api.py;tests/test_jax_env.py;tests/test_train_mappo_jax.py
36d04ff	36d04ff6210279e70709ce085b0732d16a4faf86	2026-06-15T18:46:17-03:00	.	communication-memory-bytes	fix: shuffle evaluation layouts	4	M	src/ant_byte_env/training/jax_mappo/evaluation.py;src/ant_byte_env/training/torch_mappo/evaluation.py;tests/test_train_mappo.py;tests/test_train_mappo_jax.py
41602ae	41602ae899fb6e59f007b4a19707773e7cbf4e5c	2026-06-16T08:56:38-03:00	.	communication-memory-bytes	feat: expose cookie reward hyperparameter	7	M	README.md;src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/torch_mappo/cli.py;tests/test_notebook_workflows.py;tests/test_train_mappo.py;tests/test_train_mappo_jax.py
